purple air sensors matched to index in HRRR-Smoke grid. Each column is a grid index + distance from that point to PA sensor.0,1,2,3
"(76348, 1497.68922402423)","(76349, 1512.954544020727)",,
"(124820, 2269.2206244943823)","(124821, 958.8673749058174)","(125160, 2581.588835702966)",
"(11127, 2508.9466137140366)","(11465, 2363.573868559876)","(11466, 939.7502466121286)",
"(74996, 2134.7221048780802)","(74997, 2843.1874485797216)","(75335, 1409.9393325995457)","(75336, 2346.529509720334)"
"(72616, 2453.917827670376)","(72955, 696.5581980472301)","(72956, 2676.0919165253126)",
"(82105, 2708.9987844234784)","(82106, 337.9692779601984)","(82445, 2865.5170609172583)",
"(57389, 2375.614324916943)","(57727, 2824.356123444651)","(57728, 682.7678406471877)",
"(84483, 1679.9604321080988)","(84821, 2922.8303992863375)","(84822, 1436.9452869223853)",
"(74647, 2639.430317403014)","(74648, 1568.8282745786616)","(74986, 2775.6676224333974)","(74987, 1787.7962600145333)"
"(67540, 2504.523059552626)","(67541, 789.9223039352228)","(67880, 2509.024151776172)",
"(86901, 2605.1553898894376)","(86902, 861.447708154901)","(87241, 2349.3928679525916)",
"(92318, 2781.7406952537476)","(92657, 467.3659754174179)","(92658, 2622.337522653626)",
"(103855, 1637.4700029340136)","(103856, 1504.1153618498588)","(104194, 2989.814904396152)","(104195, 2919.643236953352)"
"(21226, 1498.476919886007)","(21227, 1549.7230552385283)",,
"(76729, 2599.666461055986)","(76730, 2970.619108552058)","(77068, 1343.4487955000743)","(77069, 1964.766410764236)"
"(77024, 2720.9611815920407)","(77363, 1156.6874034108007)","(77364, 2016.993269331013)",
"(94359, 2350.00500979641)","(94360, 2621.885556098747)","(94698, 1640.0548773719513)","(94699, 2011.1399364845286)"
"(78433, 2590.3765098485137)","(78772, 422.5550340454263)","(78773, 2931.5130578916064)",
"(30485, 846.577640173193)","(30486, 2718.6653122858547)","(30824, 2305.121951369121)",
"(33028, 2244.5907141413127)","(33029, 2609.1199829268394)","(33367, 1633.4549773422198)","(33368, 2106.877936244205)"
"(61553, 2970.9561337943874)","(61892, 467.44803187511945)","(61893, 2550.6912478315276)",
"(77392, 2726.6812243158424)","(77393, 2200.6530494282556)","(77731, 2214.7327698165495)","(77732, 1518.0911163428505)"
"(107499, 2385.5186219970105)","(107500, 867.8156225181436)","(107839, 2551.778731864093)",
"(76342, 1428.188256664589)","(76343, 2695.655033456203)","(76681, 1830.750539910218)","(76682, 2928.9289377439472)"
"(30368, 2897.14096338522)","(30369, 700.4147624463576)","(30708, 2329.6106528633454)",
"(121098, 1139.5392037650045)","(121099, 2071.0512332206786)","(121437, 2649.7208233828)",
"(84153, 2910.7864046258696)","(84492, 190.69158620023336)","(84493, 2841.3392377138953)",
"(14122, 2981.2029027718663)","(14123, 2482.13808714516)","(14461, 2092.456406557724)","(14462, 1287.0288837327976)"
"(39784, 1206.806183534327)","(39785, 1896.4830746102195)","(40123, 2856.9582605628525)",
"(97409, 2900.6162092964573)","(97410, 1342.0248009325528)","(97749, 1763.5014800643762)",
"(72279, 2002.4972124128738)","(72280, 1249.0202196036303)","(72619, 2636.092872261894)",
"(32691, 2878.3921072301787)","(33029, 2703.064869957705)","(33030, 332.2596074702026)",
"(85178, 1449.0905524387183)","(85179, 1580.990714777212)",,
"(76691, 1801.487404820936)","(77030, 1206.5023639081505)",,
"(79391, 2483.528326849962)","(79730, 589.3690585733723)","(79731, 2793.8235212065933)",
"(71266, 2429.47185138855)","(71267, 782.4673951531936)","(71606, 2601.3112169007695)",
"(74987, 1843.455241977964)","(74988, 1429.2536074440845)","(75326, 2923.402257803758)","(75327, 2681.765550361444)"
"(87246, 2330.849483396522)","(87585, 726.1824969910845)","(87586, 2837.1861632004207)",
"(88587, 2929.625755057553)","(88588, 2625.0885719976027)","(88926, 1908.844171069256)","(88927, 1396.985864265899)"
"(83795, 2081.781795147001)","(84134, 922.9459168977492)",,
"(70584, 2129.4934082097066)","(70585, 2461.260918373166)","(70923, 1784.1152353010473)","(70924, 2170.2775277356213)"
"(75327, 171.43829906548038)","(75328, 2982.8746386391254)","(75666, 2826.6948217446716)",
"(63142, 1071.8751693854579)","(63481, 1937.2973801258693)",,
"(92356, 2273.8702290683677)","(92357, 2729.5600780345767)","(92695, 1522.6871016377625)","(92696, 2144.613090717518)"
"(77361, 2879.8239369333055)","(77362, 679.4858010198956)","(77701, 2356.1828062075783)",
"(69912, 2520.308628848519)","(69913, 1702.422185501105)","(70251, 2604.9527193066015)","(70252, 1824.4468903965321)"
"(75326, 1621.3759756236634)","(75327, 2728.255271813083)","(75665, 1689.3878756806575)","(75666, 2767.993236570263)"
"(71263, 1548.4355630613686)","(71264, 1469.8759973176507)",,
"(76680, 2906.2097811934027)","(77018, 2292.238099837797)","(77019, 744.67315863382)",
"(14800, 2569.079085715532)","(14801, 2202.1103530860046)","(15139, 2133.3280560259636)","(15140, 1672.7473630861507)"
"(77358, 666.9580791173194)","(77359, 2571.2709632336314)","(77697, 2576.416476166416)",
"(39784, 931.8261815147815)","(39785, 2442.037239675742)","(40123, 2420.7462316628516)",
"(83795, 1726.5624372691225)","(84134, 1320.5114836368732)",,
"(28684, 2813.3473956928096)","(29023, 869.2150622203984)","(29024, 2215.8585188998018)",
"(74669, 1648.83621709844)","(74670, 1360.5780788268123)",,
"(115286, 1397.1542662374957)","(115287, 1615.5213463724733)",,
"(73641, 2552.2499090174333)","(73980, 823.4367772491241)","(73981, 2430.4636767592983)",
"(78713, 1610.38951111649)","(78714, 1400.0838769096654)",,
"(74649, 2964.0463895221897)","(74988, 1386.027194633553)","(74989, 1704.337336214549)",
"(71940, 1012.7394017331391)","(71941, 2124.7236426405557)","(72279, 2743.9251874902047)",
"(92016, 1421.685036592806)","(92355, 1579.0944631311959)",,
"(31009, 2345.1162180397223)","(31010, 698.5869547715245)","(31349, 2867.706917508968)",
"(84170, 2973.86169184857)","(84508, 2237.739142133454)","(84509, 783.9239950348734)",
"(69242, 602.7060664190107)","(69243, 2644.5844390675456)","(69581, 2577.5430306305498)",
"(77695, 2626.9181614419404)","(78033, 2428.4957075592033)","(78034, 762.8988049557153)",
"(70927, 1777.3377060386701)","(70928, 2341.8432774380744)","(71266, 1963.0183989797206)","(71267, 2484.0832537952897)"
"(25615, 1965.2372535218944)","(25616, 1087.8340300148288)","(25955, 2941.554010424939)",
"(84840, 2208.5971327439192)","(84841, 893.148464751226)","(85180, 2784.533933962251)",
"(62464, 2929.138257719649)","(62803, 529.9117426215341)","(62804, 2492.8317978899627)",
"(76707, 2754.9118909472595)","(77046, 1015.2680458466522)","(77047, 2115.3903254409174)",
"(25615, 2227.328729231645)","(25616, 782.3281935745654)",,
"(90963, 2280.273551213388)","(90964, 776.6062021481325)","(91303, 2859.204548358631)",
"(72277, 2890.772098778182)","(72278, 312.9949180901259)","(72617, 2715.731463315211)",
"(84507, 2907.835213271678)","(84508, 1354.720186256377)","(84847, 1751.0185497963355)",
"(74987, 2716.0077880622525)","(75326, 1337.0216271170698)","(75327, 1882.3018133060725)",
"(83786, 1447.6881446551718)","(83787, 1593.5934540535382)",,
"(94034, 2364.2702007069743)","(94372, 2292.6626769960903)","(94373, 1170.532200754795)",
"(70589, 2990.166772326055)","(70590, 1932.3491981461082)","(70928, 2642.78489613486)","(70929, 1334.540705837617)"
"(116987, 2344.897153481601)","(116988, 1312.1481299957486)","(117326, 2933.3091395845927)","(117327, 2196.4299035707904)"
"(85547, 1319.6915707947412)","(85548, 2677.5974689442437)","(85886, 1921.0935731537506)",
"(65169, 2518.5517983302275)","(65170, 2955.029421362372)","(65508, 1327.350987683942)","(65509, 2037.7874180593506)"
"(69266, 2039.7893727965236)","(69604, 2736.0742541272243)","(69605, 1113.5637310372783)",
"(131935, 1928.9065858678716)","(132274, 1071.7827606511257)",,
"(83448, 2396.045031787296)","(83786, 2452.6638847630384)","(83787, 952.8376509400443)",
"(82814, 2785.253232660331)","(83153, 865.7482933033012)","(83154, 2232.4684569154533)",
"(85825, 2926.0913327585185)","(86163, 1772.9881073963422)","(86164, 1321.9731831821098)",
"(76011, 2165.1845382753295)","(76012, 845.1493583312285)",,
"(75330, 1734.8896919043289)","(75331, 2018.2764771836662)","(75669, 2302.901541146508)","(75670, 2520.1358868912494)"
"(68560, 539.3144431738203)","(68561, 2900.2928740567386)","(68899, 2483.466663044979)",
"(71950, 2267.8926007049045)","(71951, 747.7475184698695)",,
"(110585, 2152.3512541238383)","(110586, 1219.0371281811501)","(110925, 2470.246299268417)",
"(84135, 680.1697484536766)","(84136, 2788.8776925878324)","(84474, 2397.735173709643)",
"(20550, 2918.556593080965)","(20889, 1010.6666452582419)","(20890, 2042.3251443174968)",
"(89978, 1609.9825966036462)","(89979, 2537.552195450982)","(90317, 1856.3914356645807)","(90318, 2699.4645103129496)"
"(68560, 1394.7496122100486)","(68561, 1727.4816182947577)","(68899, 2903.0430995995744)",
"(76348, 2999.6738372029463)","(76349, 1265.5566232691106)","(76688, 1782.5234085149364)",
"(71305, 1723.5128654175187)","(71644, 1293.9521355005966)",,
"(65856, 2787.3184198902013)","(65857, 557.5044985215324)","(66196, 2517.5599063928553)",
"(69622, 2542.656683904185)","(69961, 695.6066157161428)","(69962, 2576.813276598453)",
"(72996, 1693.3820885521557)","(73335, 1304.0559773066775)",,
"(75672, 2708.3127533905295)","(76011, 371.42937291264093)","(76012, 2800.040428754272)",
"(68225, 1968.8953158346355)","(68226, 2719.5085250839793)","(68564, 1555.7940791784245)","(68565, 2435.8017327871735)"
"(58480, 871.7235649997859)","(58481, 2152.6705676965953)",,
"(154305, 1139.0221596592392)","(154644, 1858.8225103645227)",,
"(113589, 1892.3221963470899)","(113590, 2803.60852162132)","(113928, 1501.760696034874)","(113929, 2552.8146808292063)"
"(72278, 2654.970931551066)","(72279, 692.3472270111888)","(72618, 2473.134147436051)",
"(70928, 1752.2236131937436)","(70929, 1458.8537222362304)","(71267, 2948.427913497781)","(71268, 2783.6504991427764)"
"(26634, 937.1079258658639)","(26635, 2662.9795419283523)","(26973, 2232.2628479758264)",
"(78712, 1748.7643554639371)","(78713, 1363.0754397179828)","(79052, 2907.9354283462762)",
"(52720, 2888.4550218960494)","(53059, 250.70746951201676)","(53060, 2793.087220445871)",
"(69282, 2612.0538458536616)","(69283, 1677.7847328138116)","(69621, 2665.5146866563246)","(69622, 1755.3809218950953)"
"(134988, 854.7199612658452)","(134989, 2202.477927315555)","(135327, 2844.664657021778)",
"(68222, 2927.6568771410357)","(68223, 2505.9107248761684)","(68561, 2032.158963230713)","(68562, 1351.44873649302)"
"(73643, 2237.6365416316403)","(73644, 2458.3642020573125)","(73982, 1791.7595817194042)","(73983, 2060.4861461127407)"
"(114947, 2122.159397416561)","(114948, 2945.5524482442383)","(115286, 1310.300648816362)","(115287, 2425.839593294398)"
"(121761, 2506.421812530142)","(121762, 2074.8681188640085)","(122100, 2235.4841702291246)","(122101, 1735.1288094452957)"
"(100471, 1572.4336489315056)","(100472, 2852.02014036891)","(100810, 1629.7602805402798)","(100811, 2883.4296453596585)"
"(71263, 946.9468783839293)","(71602, 2052.696888184835)",,
"(82112, 2913.086736617891)","(82113, 810.8929357253121)","(82452, 2220.178579537028)",
"(110587, 1747.5601971551675)","(110588, 1437.2429769205107)","(110926, 2980.862685858576)","(110927, 2810.2071972420795)"
"(84839, 2996.3552327750035)","(84840, 741.0852590327557)","(85179, 2264.7816831789687)",
"(84508, 1764.006578457254)","(84846, 2853.7576159541313)","(84847, 1376.7311042388505)",
"(75664, 359.3874764144675)","(76003, 2637.444024378163)",,
"(72194, 2045.3275437282182)","(72195, 1083.241630683513)","(72534, 2848.4945514881547)",
"(69913, 2670.702344929181)","(69914, 2582.706569114255)","(70252, 1791.750797823085)","(70253, 1656.9335233251536)"
"(85185, 2503.48999149534)","(85186, 519.572140997706)","(85525, 2934.700743893611)",
"(68559, 859.794846538343)","(68560, 2962.658054141488)","(68898, 2158.824823011737)",
"(84133, 1918.973467674221)","(84134, 1092.1244929758036)",,
"(27656, 2047.2365018555463)","(27657, 1329.1378621845515)","(27995, 2949.2776802449303)","(27996, 2505.4064029462666)"
"(29003, 1253.156680997884)","(29004, 1824.7379106818394)","(29342, 2933.6609270381746)",
"(9043, 2691.380975206557)","(9044, 818.279852773897)","(9383, 2318.1250543655665)",
"(74647, 2801.267371779666)","(74648, 2015.7685778837856)","(74986, 2438.036310399535)","(74987, 1468.7500423296506)"
"(65857, 2195.769244303703)","(65858, 910.0239647584579)","(66197, 2778.085722229722)",
"(77375, 2797.647955640632)","(77713, 2568.1138422349745)","(77714, 510.3387074391395)",
"(19585, 2683.9384890779133)","(19586, 1386.3444885347592)","(19924, 2963.855919611797)","(19925, 1873.0766039070097)"
"(100093, 2395.6081492404883)","(100094, 853.4049011017737)","(100433, 2557.904171373526)",
"(82105, 1248.7131607952401)","(82106, 2335.41450891046)","(82444, 2257.246307198789)","(82445, 2998.5751127057583)"
"(81492, 340.6402380905005)","(81493, 2670.8077859459327)",,
"(69240, 957.1392549892615)","(69579, 2042.2235705016008)",,
"(27002, 1547.7873614502275)","(27003, 2884.3647445522706)","(27341, 1624.4924048632247)","(27342, 2926.430446924828)"
"(83790, 2352.6636206542084)","(84128, 2530.589250244443)","(84129, 922.2790530746602)",
"(70251, 1211.7604293061847)","(70590, 1820.168791075564)",,
"(99754, 2113.752300829149)","(99755, 2021.9426931418536)","(100093, 2224.7761715502543)","(100094, 2136.5724312371904)"
"(96422, 2371.0216846464045)","(96760, 2968.0131819534467)","(96761, 638.8083940289549)",
"(70251, 828.6526583450477)","(70590, 2168.213123340194)",,
"(76689, 2225.02899341687)","(76690, 2061.288337786411)","(77028, 2189.8899504153774)","(77029, 2022.494388798079)"
"(94375, 2959.7210827898302)","(94714, 507.11324027792847)","(94715, 2509.7584597739674)",
"(82773, 2807.099808088535)","(83112, 1322.6976798641488)","(83113, 1836.180299159583)",
"(80420, 2073.4831238715456)","(80421, 945.6593316217115)",,
"(69911, 798.714512580325)","(69912, 2768.83851306803)","(70250, 2295.93522567753)",
"(78034, 2090.6510726674774)","(78035, 947.6421965154077)","(78374, 2948.2140390721083)",
"(67203, 2352.79872713615)","(67204, 694.9123794214323)","(67543, 2867.881850201108)",
"(91982, 2483.144192894681)","(92320, 2204.250655948393)","(92321, 1144.7114655548376)",
"(78774, 1813.323843609637)","(79113, 1187.121803357558)",,
"(14461, 2290.6318980793885)","(14462, 756.7132673650948)","(14801, 2870.2821290341844)",
"(87240, 1601.0463436341254)","(87241, 2413.202052233672)","(87579, 1969.7342524142618)","(87580, 2671.2610926996826)"
"(87905, 1452.2501349665918)","(87906, 2501.5300428293945)","(88244, 1970.9872413704188)","(88245, 2833.5576288208426)"
"(25274, 2294.957017638744)","(25613, 803.1940107077459)","(25614, 2757.8197539852454)",
"(77018, 2769.6022346494874)","(77019, 1976.190857696881)","(77357, 2458.9348595042725)","(77358, 1507.2129276969267)"
"(82112, 2057.1475947867675)","(82450, 2912.4504230433718)","(82451, 989.2692633389534)",
"(49679, 2664.979453228387)","(49680, 1711.51614521495)","(50018, 2657.428067848424)","(50019, 1700.5591504053173)"
"(76679, 2808.014472978637)","(76680, 2562.7978662699484)","(77018, 1891.851777466049)","(77019, 1500.7421274334067)"
"(61789, 1379.95529191453)","(61790, 2696.0385596936144)","(62128, 1861.4774828122668)","(62129, 2971.0827864254265)"
"(77704, 2973.8742188297)","(78042, 2904.565230559592)","(78043, 105.71251539982782)",
"(86209, 606.8660934283864)","(86210, 2403.5708402449245)",,
"(49711, 1062.8993337077973)","(49712, 2110.5363439011603)","(50050, 2711.811693247778)",
"(79400, 806.4941119023034)","(79401, 2267.5083213949415)","(79739, 2822.16523973436)",
"(33027, 2451.1943537700463)","(33365, 2903.4648664378606)","(33366, 565.3115601857917)",
"(66864, 2664.4310463881525)","(66865, 2666.7239502937437)","(67203, 1699.7985052004867)","(67204, 1703.0163878636442)"
"(81492, 550.1807991311122)","(81493, 2694.1626590072933)","(81831, 2597.4785058175235)",
"(69281, 2010.0223688630226)","(69282, 2886.7386830931664)","(69620, 1397.1465279877282)","(69621, 2497.5649612220536)"
"(154645, 1745.0991223283281)","(154984, 1272.064938284372)",,
"(72617, 2301.037104685168)","(72955, 2558.9559067458954)","(72956, 952.3341396358805)",
"(62860, 1187.5775560888862)","(62861, 1856.7825471337992)",,
"(79386, 1447.4561786427978)","(79387, 1580.861130281434)",,
"(67880, 1734.252401394062)","(68219, 1280.5162516829039)",,
"(29332, 2474.7576524110927)","(29671, 1108.1080862236956)","(29672, 2235.217650055748)",
"(83803, 2261.0533776330735)","(84141, 2432.3105412797136)","(84142, 1127.353991486918)",
"(74988, 2004.7188015556956)","(75326, 2653.8417584064896)","(75327, 1224.5478748632077)",
"(76682, 958.4057044927681)","(76683, 2765.721396723493)","(77021, 2153.0013778902207)",
"(30028, 645.8442973954003)","(30029, 2418.2710400160813)","(30367, 2825.970624391642)",
"(25951, 2090.6274702214605)","(26290, 948.578189705932)","(26291, 2909.861823985841)",
"(23595, 2050.497390665839)","(23933, 2998.5897820066984)","(23934, 964.1799089882353)",
"(75672, 2510.2130034880083)","(75673, 2490.7091377419347)","(76011, 1818.9884280042018)","(76012, 1791.1151517906947)"
"(18879, 1878.1695261000216)","(19218, 1134.618832605907)",,
"(85891, 2217.6038253170564)","(85892, 912.2718324400146)","(86231, 2738.2428443016515)",
"(75327, 1676.7337411199342)","(75328, 1352.474667240772)",,
"(70925, 2065.038306265077)","(70926, 1211.8321991096113)","(71265, 2589.6413001024284)",
"(77696, 1849.0555738382182)","(77697, 1176.0426729384174)",,
"(60083, 2648.851834658138)","(60084, 1651.139712025718)","(60422, 2703.464551250374)","(60423, 1734.1515794982565)"
"(82775, 1358.30244021285)","(82776, 2551.768920917706)","(83114, 1987.3194714091821)","(83115, 2934.5879874074503)"
"(139073, 2969.150045851044)","(139411, 2210.8752121089688)","(139412, 801.0463580501346)",
"(68897, 2937.914820563317)","(68898, 2278.656846846543)","(69236, 2269.2288139137113)","(69237, 1306.1935086414449)"
