purple air sensors matched to index in HRRR-Smoke grid. Each column is a grid index + distance from that point to PA sensor.0,1,2,3
"(33366, 1766.6645422800077)","(33367, 1475.5039864726082)","(33705, 2907.605210364368)","(33706, 2739.0991287231504)"
"(29689, 2028.8637569468565)","(29690, 2001.8910613058747)","(30028, 2248.143277973785)","(30029, 2223.2853330127705)"
"(70250, 2713.2996010152237)","(70588, 2305.8208285435917)","(70589, 826.757934544241)",
"(74987, 936.7929210578328)","(74988, 2073.4683192451935)",,
"(71941, 1896.158602354992)","(71942, 2980.0177945180985)","(72280, 1358.7154973896786)","(72281, 2668.5776702084845)"
"(11752, 1345.7788969155552)","(11753, 1878.4388964241805)","(12091, 2706.42781891069)",
"(54863, 2518.770876293457)","(55201, 2262.5603895666927)","(55202, 1069.5257325592004)",
"(76348, 2140.6661789269174)","(76349, 1234.8352014177997)","(76688, 2476.1849376079645)",
"(75326, 1670.8066705964857)","(75664, 2949.997083874471)","(75665, 1429.7266370522498)",
"(70927, 2587.553615813967)","(70928, 1679.7466791961392)","(71266, 2651.3689707861868)","(71267, 1774.0254304103237)"
"(74987, 2744.2503957855183)","(75326, 1357.1850974804763)","(75327, 1848.9771455411174)",
"(75327, 518.2616700641487)","(75328, 2715.4276394129756)","(75666, 2610.518925738912)",
"(14123, 695.3050014573529)","(14124, 2376.3504774282405)","(14462, 2806.24756420111)",
"(75666, 1506.7731611752215)","(75667, 2810.0815443446018)","(76005, 1699.7613389004468)","(76006, 2915.9806006156377)"
"(71265, 930.913666253613)","(71266, 2162.4609051215257)","(71604, 2806.888837319297)",
"(60085, 1450.3833160771771)","(60086, 2283.2155975318724)","(60424, 2168.4980508829553)","(60425, 2794.8887238512384)"
"(74995, 2610.433945776611)","(74996, 2198.8704455226457)","(75334, 2159.5372230213106)","(75335, 1635.3038062870592)"
"(12766, 2280.528892702944)","(12767, 787.3768781920201)","(13106, 2824.5464237773062)",
"(71940, 2701.1120051879707)","(72278, 2475.3976783507496)","(72279, 660.0203205749211)",
"(75326, 1717.503242859981)","(75327, 2604.2276117983033)","(75665, 1744.7448126909958)","(75666, 2620.8944163703904)"
"(149454, 2470.4021323809257)","(149455, 2694.8373921658977)","(149793, 1598.4915317608413)","(149794, 1927.6374291454424)"
"(70928, 2376.633377333929)","(70929, 2482.4091677266)","(71267, 1788.8453612462463)","(71268, 1925.9781731728278)"
"(76690, 2953.27458876432)","(77028, 2219.762589435889)","(77029, 809.3219202775911)",
"(74648, 2877.7283722578013)","(74986, 2842.484858240124)","(74987, 208.72821443454978)",
"(73969, 735.2233871148051)","(74308, 2268.377806323636)",,
"(70925, 2706.9831774589757)","(70926, 2867.3007767391905)","(71264, 1504.9351128763597)","(71265, 1775.5675985737657)"
"(77025, 2152.4315414492457)","(77026, 1950.6760576339586)","(77364, 2295.682417455673)","(77365, 2106.7050739447636)"
"(65844, 2621.4416972903173)","(66183, 392.5312640951978)","(66184, 2922.7986989986966)",
"(27989, 2990.724847690147)","(27990, 2182.8235806702337)","(28328, 2401.7465088882086)","(28329, 1260.9714890194653)"
"(71266, 2345.364899811448)","(71267, 1269.945516110258)","(71605, 2977.718931415268)","(71606, 2231.2628545511884)"
"(74988, 1940.6757414663505)","(74989, 2964.9790538010693)","(75327, 1351.651048739228)","(75328, 2617.139298741799)"
"(80812, 229.15718086563518)","(80813, 2848.2051263952662)","(81151, 2845.3404977283153)",
"(75327, 669.1706940911544)","(75328, 2340.075717171439)",,
"(77363, 2568.9731656809704)","(77364, 2160.642358023324)","(77702, 2178.790401488658)","(77703, 1675.2844157668546)"
"(75328, 2453.4383206091516)","(75666, 2375.0009630774307)","(75667, 974.501367526606)",
"(74988, 780.1376910150414)","(75327, 2215.8255792194363)",,
"(27986, 1964.7813378471578)","(27987, 2479.9319976603233)","(28325, 1779.7553424844434)","(28326, 2334.8932666582473)"
"(77032, 841.1679133655076)","(77033, 2297.389630579972)","(77371, 2708.873260926141)",
"(75326, 1145.8886057176608)","(75665, 1885.8367183801781)",,
"(71601, 2661.586296727925)","(71602, 2156.840766624517)","(71940, 2224.6460504621023)","(71941, 1583.8345105145738)"
"(75664, 1901.9566678219749)","(75665, 2133.864859786353)","(76003, 2134.4904685444462)","(76004, 2342.8641109189584)"
"(83794, 1803.4593229301481)","(83795, 1589.8066732211987)","(84133, 2746.0604994490895)","(84134, 2609.3637826965455)"
"(72278, 2692.8384597889176)","(72617, 621.3836882079636)","(72618, 2520.4596242119414)",
"(76689, 2136.0017055855433)","(76690, 2202.9735063491394)","(77028, 2043.3921209790306)","(77029, 2112.6341843023015)"
"(74987, 2296.2071982637635)","(74988, 1595.820522066517)","(75326, 2655.1682524704693)","(75327, 2079.6976119625197)"
"(27653, 2943.696329949822)","(27654, 1684.7491541202073)","(27992, 2839.1712532655984)","(27993, 1495.4369392119797)"
"(76352, 1938.1384243113225)","(76690, 2989.2763514553626)","(76691, 1092.9653606625875)",
"(76009, 1359.94932346932)","(76348, 1680.2803481653664)",,
"(71939, 2761.193277062002)","(71940, 1138.5849488007232)","(72279, 2001.2183892636813)",
"(69240, 2886.46411881532)","(69578, 2342.236042309406)","(69579, 700.2972192419236)",
"(64828, 2499.432670581508)","(65167, 971.2219563086613)","(65168, 2335.2693917532065)",
"(69240, 981.1847794360133)","(69579, 2023.63437444912)",,
"(76687, 1759.4715820220683)","(77025, 2967.986188979568)","(77026, 1308.8684542439617)",
"(76687, 2621.0149511630957)","(77025, 2430.360907132942)","(77026, 766.5660354497567)",
"(68558, 2459.6509954922744)","(68559, 1859.887564478192)","(68897, 2434.178278696752)","(68898, 1825.2143636175242)"
"(78070, 1850.2586882151102)","(78071, 2561.8362351521155)","(78409, 1734.5688577668811)","(78410, 2478.300133457806)"
"(70585, 2688.957270778405)","(70924, 1325.2624528370097)","(70925, 1909.3342149375478)",
"(145151, 2205.174412178537)","(145490, 969.0864714746232)","(145491, 2639.6920832856445)",
"(115286, 2391.1440718801127)","(115287, 1694.1205544224931)","(115625, 2574.7409452595816)","(115626, 1941.4617368792308)"
"(72626, 2798.795469638539)","(72627, 1159.3577264484438)","(72966, 1965.1332995299058)",
"(78034, 2871.7999098153523)","(78035, 136.71702516966536)","(78374, 2991.107594050135)",
"(74654, 2168.5023055779584)","(74993, 955.5893421607731)","(74994, 2744.3348479674073)",
"(107538, 2379.961537832865)","(107539, 1432.0992535722887)","(107877, 2823.2220851718816)","(107878, 2086.1389981920333)"
"(66524, 1918.4248368071992)","(66525, 1097.109400014539)",,
"(71265, 2828.259283070275)","(71266, 1311.2342465480606)","(71605, 1826.8246916790542)",
"(71602, 2922.9984744339276)","(71941, 219.44934760273964)","(71942, 2803.3466800898323)",
"(70247, 2169.4319144102833)","(70248, 1833.7547844301373)","(70586, 2412.8665903656797)","(70587, 2115.3318570593706)"
"(76009, 2018.1524317716019)","(76010, 990.5963721865536)",,
"(76687, 1756.0099637838655)","(76688, 1277.720466207616)",,
"(84509, 1802.4134280425278)","(84848, 1209.6263908352394)",,
"(13444, 1931.4345667812045)","(13445, 1166.8535039961007)","(13784, 2853.586283225914)",
"(84848, 2006.123006256139)","(84849, 2515.9704324720938)","(85187, 1742.6897766125626)","(85188, 2311.433548297683)"
"(74690, 1192.7690641186994)","(74691, 1918.4021884753836)","(75029, 2849.543855808079)",
"(154305, 2433.0248321008544)","(154643, 2890.7922061463455)","(154644, 574.3625940055512)",
"(15143, 2549.981918863429)","(15482, 547.8337843882364)","(15483, 2748.635419141974)",
"(70928, 2528.346001259094)","(70929, 2487.251046062082)","(71267, 1829.489180482931)","(71268, 1770.91373142757)"
"(77031, 2803.830278881073)","(77370, 661.6967995910134)","(77371, 2413.380366007388)",
"(76009, 1752.7922536426504)","(76348, 1325.205107947367)","(76349, 2950.1744012827626)",
"(75324, 2841.9861964953066)","(75325, 447.61869032430207)","(75664, 2598.9110394203603)",
"(25614, 1784.4872986426246)","(25952, 2967.9143162113874)","(25953, 1273.5452585991702)",
"(75664, 2885.210196646397)","(75665, 601.8933182616513)","(76004, 2427.70270317519)",
"(83459, 2649.982671367308)","(83798, 784.0985674674733)","(83799, 2389.3374054781384)",
"(75001, 2337.5902104222055)","(75339, 2423.9076989823616)","(75340, 1046.347563163526)",
"(75326, 1052.6777226196616)","(75327, 2657.2785109099136)","(75665, 2140.5391574346113)",
"(74988, 429.38458505241476)","(74989, 2808.721533648427)","(75327, 2638.6769838440123)",
"(76013, 2647.52011970473)","(76352, 572.9561680926764)","(76353, 2609.204791579029)",
"(72619, 2011.4512941859139)","(72957, 2883.794625999709)","(72958, 1052.393115760066)",
"(144464, 681.6315558595335)","(144465, 2470.917804007334)","(144803, 2651.920930963115)",
"(27990, 2417.8323540274114)","(28328, 2411.167633946901)","(28329, 970.4032484207133)",
"(14462, 1215.883528661545)","(14463, 2171.8842749060054)","(14801, 2449.9076444803695)",
"(77696, 2256.2641609348725)","(77697, 1854.37735013672)","(78035, 2397.868546488935)","(78036, 2022.7508462250082)"
"(64161, 1888.2275982363865)","(64162, 2889.0216139651666)","(64500, 1434.123327595553)","(64501, 2614.7979472499887)"
"(78714, 2293.254872423381)","(79052, 2469.1699988501846)","(79053, 1050.3435156501844)",
"(90989, 2598.3316827708422)","(91327, 2100.494337257061)","(91328, 1162.4694606990865)",
"(82438, 2648.5037295271954)","(82777, 945.4193096554507)","(82778, 2243.584094391584)",
"(76354, 832.7042388656441)","(76355, 2841.5244986874004)","(76693, 2227.605236647944)",
"(76695, 2952.606886514753)","(77033, 2438.6895949902682)","(77034, 579.6735000449704)",
"(76679, 2907.7296094118337)","(76680, 2073.783302693059)","(77018, 2450.8829467403675)","(77019, 1357.0745356075045)"
"(27982, 2585.417265440374)","(27983, 1374.2749633337498)","(28321, 2930.1394227161422)","(28322, 1945.7327007890788)"
"(92342, 2651.3610904048146)","(92680, 2344.638638141578)","(92681, 834.6801536579943)",
"(75670, 2070.6987082314395)","(75671, 2886.6439760972926)","(76009, 1378.897215008336)","(76010, 2438.523361338132)"
"(71939, 2505.680592133049)","(72277, 2900.763938099247)","(72278, 516.3612592823501)",
"(74987, 2892.8132827687473)","(75326, 109.1572372745004)","(75327, 2971.9707072834776)",
"(68220, 2571.1529414521324)","(68558, 2183.5568847601908)","(68559, 1079.9780935371698)",
"(74987, 2960.1869618930077)","(75326, 358.01596236184156)","(75327, 2654.396539453304)",
"(84849, 2414.5113421297774)","(84850, 2969.6244058524267)","(85188, 1287.894260125434)","(85189, 2155.9901392668153)"
"(26324, 876.9395248667779)","(26663, 2117.8853069008524)",,
"(76011, 791.6312361754655)","(76012, 2630.406063650543)","(76350, 2395.2204285648563)",
"(94040, 252.8450017382435)","(94041, 2859.724133773317)","(94379, 2804.0621174559915)",
"(97096, 375.2407405200503)","(97097, 2752.2210164301837)","(97435, 2749.480750330878)",
"(74993, 2302.701741089885)","(74994, 2202.8522017250175)","(75332, 2058.48580430908)","(75333, 1945.698185724523)"
"(72287, 1820.6924497002876)","(72288, 1786.7217585347046)","(72626, 2515.725834722369)","(72627, 2489.412353587201)"
"(77019, 1313.84710982076)","(77020, 1698.9965685393988)",,
"(14463, 1901.7032349442475)","(14464, 2902.3647481199514)","(14802, 1414.2254957375835)","(14803, 2609.967934052956)"
"(68898, 936.5978982459095)","(68899, 2255.2285681767394)","(69237, 2641.725981699423)",
"(74985, 2408.6849894562192)","(75324, 1193.8664547155106)","(75325, 2229.4128031288246)",
"(85185, 2928.447514861341)","(85186, 539.4437082195174)","(85525, 2476.2599503794836)",
"(68226, 2403.0770297507)","(68564, 2447.612795619891)","(68565, 949.1138906557045)",
"(74985, 2668.812921870372)","(74986, 2238.4147059476545)","(75324, 2145.594303298186)","(75325, 1577.7617978780556)"
"(87567, 2873.8627236134525)","(87906, 212.68480405733825)","(87907, 2842.1014130786402)",
"(77020, 2222.603146256465)","(77021, 2828.649412293233)","(77359, 1417.5283671360075)","(77360, 2249.0962184622927)"
"(69914, 2452.2393571583716)","(70253, 728.469245958929)","(70254, 2637.213557930989)",
"(16501, 2756.266777042926)","(16840, 665.6439120688792)","(16841, 2432.6087249763086)",
"(85148, 2566.9654756301675)","(85487, 917.7755533562886)","(85488, 2326.1418579745086)",
"(76348, 967.5261011152958)","(76349, 2337.5023219055806)","(76687, 2502.226000140126)",
"(73968, 2378.3006957658836)","(73969, 693.8438771487462)","(74308, 2813.596421476525)",
"(70927, 2366.19750038561)","(70928, 2564.583371978318)","(71266, 1702.0598875406044)","(71267, 1966.356576397667)"
"(74656, 2050.1908494936347)","(74657, 2733.2712306360454)","(74995, 1526.1234826081013)","(74996, 2364.8400225050405)"
"(75326, 1611.0257566099604)","(75665, 1385.2005483702633)",,
"(76349, 1557.2540363402213)","(76350, 2056.389671141827)","(76688, 2343.6640436252897)","(76689, 2699.8248604849437)"
"(70928, 1888.5013868361207)","(70929, 2503.5339284941756)","(71267, 1776.8108424188263)","(71268, 2419.613765880034)"
"(75670, 2956.072307601747)","(75671, 338.624568049842)","(76010, 2667.0862624272213)",
"(70926, 2696.223679982589)","(71265, 347.2378511081026)","(71266, 2856.5957464650096)",
"(70252, 2378.724245306351)","(70253, 1165.6858863832215)","(70592, 2277.7870975930505)",
"(65512, 1466.183207504178)","(65513, 2564.29858051644)","(65851, 1909.552827128595)","(65852, 2839.435475190004)"
"(70252, 2165.7668002397404)","(70253, 1840.0975129107683)","(70591, 2406.266658335673)","(70592, 2115.918907335508)"
"(71263, 1243.5940326804423)","(71602, 1756.5583761577238)",,
"(75665, 2463.594145868217)","(75666, 1211.245384980083)","(76005, 2167.11878858424)",
"(94038, 1207.140128108816)","(94039, 1824.91830709672)",,
"(75672, 2637.9500104966523)","(76010, 2935.6307823015823)","(76011, 371.3145453491631)",
"(71265, 1583.331494343275)","(71266, 1427.185525142326)",,
"(77709, 2594.6713613167926)","(77710, 2552.0297241487033)","(78048, 1788.5924461273485)","(78049, 1726.3133527840544)"
"(70589, 2484.1969873245957)","(70927, 2465.2748880906443)","(70928, 850.79380512595)",
"(65520, 2563.2023116022247)","(65858, 2086.9205577342505)","(65859, 1210.687011766123)",
"(71265, 2448.3146202131365)","(71603, 2870.005889008809)","(71604, 587.0132597978762)",
"(84134, 858.6209035788546)","(84135, 2511.526220901113)","(84473, 2430.667706158496)",
"(76353, 2788.574609731511)","(76354, 2210.884936296609)","(76692, 2237.4761783357835)","(76693, 1457.4903618698227)"
"(75331, 1159.8609831445171)","(75332, 1906.149073091129)","(75670, 2930.547633290245)",
"(90571, 2495.326143912942)","(90572, 1392.6320621226073)","(90910, 2888.408355168168)","(90911, 2011.7067556328368)"
"(27647, 2918.7280675353013)","(27985, 2410.4459728339466)","(27986, 617.2137161290865)",
"(75672, 897.7265289183385)","(76011, 2107.609935689096)",,
"(62193, 2942.6071387511647)","(62194, 2618.47743485575)","(62532, 1926.9871299850668)","(62533, 1381.8878920571944)"
"(25952, 1875.8136947760825)","(26291, 1308.7560730554706)","(26292, 2748.813726003248)",
"(54861, 2230.577954463793)","(54862, 1029.0026772675421)","(55201, 2602.0514466084333)",
"(86842, 2888.9002569954214)","(86843, 145.3813072477779)","(87182, 2917.282867443236)",
"(75326, 1654.8426875503153)","(75327, 1566.4544397408677)","(75665, 2874.728654766539)","(75666, 2822.813856532619)"
"(70251, 206.5866610289937)","(70252, 2907.3682418186577)","(70590, 2821.3198467405846)",
"(27340, 2291.745799314871)","(27341, 1800.6876922629967)","(27679, 2456.1681522935314)","(27680, 2006.9735640012964)"
"(29009, 2464.276334405725)","(29347, 2512.8259297298355)","(29348, 821.3482220037255)",
"(70927, 2859.2982432854615)","(70928, 2862.9864530683753)","(71266, 1603.36573260042)","(71267, 1607.0989117050422)"
"(89637, 345.2514226110128)","(89638, 2673.1733776015803)","(89976, 2952.5769558513875)",
"(65168, 2432.7891094639353)","(65506, 2762.923989766826)","(65507, 657.3791337041002)",
"(77364, 1860.5965354946738)","(77703, 1221.0869845375935)","(77704, 2901.09548682008)",
"(23920, 1802.4920778907979)","(23921, 1749.2864548457374)","(24259, 2558.5176075050986)","(24260, 2520.852644492041)"
"(84508, 2144.4423658188466)","(84846, 2653.3566948317452)","(84847, 1052.7591770160564)",
"(71264, 1122.6123665486002)","(71265, 2433.4530836372105)","(71603, 2263.4364239347183)",
"(79766, 2836.5700119875764)","(79767, 1783.2368299906877)","(80105, 2681.2492505704686)","(80106, 1522.8268640679248)"
"(74647, 2770.862424299634)","(74986, 227.79052902633538)","(74987, 2979.4313030020994)",
"(75332, 2960.7808411589813)","(75671, 1131.2855323649667)","(75672, 1920.7747845608603)",
"(76010, 1924.1893492292097)","(76348, 2763.0911075938184)","(76349, 1235.134925822127)",
"(110589, 1604.586740412615)","(110590, 2373.893792369396)","(110928, 2000.0216349537025)","(110929, 2654.816751466149)"
"(69912, 1869.9181878071938)","(69913, 1437.5070830847098)","(70251, 2897.4926239615506)","(70252, 2638.8381589710975)"
"(132614, 2264.010893998304)","(132953, 734.242869830729)","(132954, 2980.2000433124686)",
"(130921, 1563.9648346242884)","(131260, 1467.0123416241254)",,
"(76687, 933.482434220257)","(76688, 2169.936425883976)","(77026, 2787.261701792882)",
"(70251, 1157.6590810108708)","(70252, 1855.382218210327)",,
"(76692, 2469.306056612593)","(77030, 2334.3433440037984)","(77031, 1003.1562107961734)",
"(76687, 2701.050078103201)","(77025, 2694.9266532495767)","(77026, 458.753540394044)",
"(69579, 2544.6240665608602)","(69580, 2645.983963719721)","(69918, 1670.4892220911668)","(69919, 1817.9833412625042)"
"(74648, 2869.227650443906)","(74987, 486.2684069994752)","(74988, 2555.5334232940877)",
"(76010, 2969.5048852309014)","(76349, 619.8148208176347)","(76350, 2397.3036859293993)",
"(85178, 513.494477626663)","(85179, 2956.584759737734)","(85517, 2493.4377471355892)",
"(17170, 2153.398874089689)","(17508, 2783.6072612945186)","(17509, 943.6036080469123)",
"(69912, 2987.9960346895873)","(70251, 184.5313199618995)","(70252, 2825.4583392564546)",
"(64828, 2744.1775358347645)","(65167, 1084.483621356351)","(65168, 2061.8566084788827)",
"(74987, 2170.7738505543753)","(74988, 1120.712029232044)","(75327, 2545.5320248367534)",
"(27990, 2417.8323540274114)","(28328, 2411.167633946901)","(28329, 970.4032484207133)",
"(76352, 1478.0402086811953)","(76691, 1599.5498161129037)",,
"(23979, 2776.194022988833)","(23980, 732.5228323403649)","(24319, 2360.7400458238144)",
"(70592, 2925.629988816467)","(70593, 1422.586941957811)","(70932, 1687.6372044516359)",
"(154983, 2277.3639455354146)","(154984, 2692.8631047954386)","(155322, 1535.9528914116058)","(155323, 2102.300407648115)"
"(76682, 2035.9331471718922)","(77020, 2700.4997265111265)","(77021, 1144.535528532798)",
"(77709, 2108.0714737058947)","(77710, 1898.7062266429282)","(78048, 2347.780996877938)","(78049, 2161.417151336548)"
"(75672, 1653.358588876196)","(75673, 1517.5138369596352)","(76011, 2951.013519754163)","(76012, 2876.3282607252486)"
"(75327, 1221.372185462215)","(75328, 1789.660737116064)",,
"(72280, 1614.2557790021017)","(72281, 2089.9036340667)","(72619, 2278.1431384313346)","(72620, 2635.6190856661296)"
"(70928, 758.9305662121826)","(70929, 2908.102106585228)","(71267, 2270.191388051448)",
"(71264, 2688.3880958306977)","(71603, 1322.6397819225401)","(71604, 1912.070200760877)",
"(27340, 2562.5715548821977)","(27679, 970.7534707884795)","(27680, 2287.037265932224)",
"(76687, 1754.5272311015167)","(76688, 1278.8883178962283)",,
"(76686, 2831.6616725164363)","(76687, 663.9320895271622)","(77026, 2392.5293517216783)",
"(71940, 1547.171773576031)","(72279, 1449.1687580328346)",,
"(74987, 2119.6017855293285)","(74988, 2647.2653447514977)","(75326, 1599.9589921191507)","(75327, 2252.533504901006)"
"(75002, 2445.048357259091)","(75340, 2943.53962272037)","(75341, 567.7008891931761)",
"(73291, 1370.518635330688)","(73292, 2863.7234435575506)","(73630, 1763.088450919917)",
"(74988, 2756.220423899952)","(75327, 494.3403607655778)","(75328, 2609.029124297915)",
"(85186, 1740.7271620272272)","(85187, 1268.6723963282213)",,
"(84838, 2281.4881642026658)","(84839, 2876.332997288712)","(85177, 1372.1597376968646)","(85178, 2223.7922233793797)"
"(70247, 2037.072102268541)","(70248, 2431.0611591686334)","(70586, 1820.8147666028074)","(70587, 2252.3467238784033)"
"(86162, 2742.0837230442144)","(86163, 876.6218584872043)","(86502, 2238.8821423318805)",
"(72627, 2445.685263595363)","(72966, 562.1707450143748)","(72967, 2961.099961386835)",
"(88618, 463.7394044493671)","(88619, 2633.3726915599204)","(88957, 2773.9888035059607)",
"(68220, 2839.695709478246)","(68559, 948.6570593189147)","(68560, 2129.9413355412958)",
"(75325, 2638.2940509373866)","(75663, 2028.5320497698071)","(75664, 1212.1887977966799)",
"(75664, 93.05347857511524)","(75665, 2915.2221751524135)","(76003, 2987.4729042829586)",
"(27990, 2417.8323540274114)","(28328, 2411.167633946901)","(28329, 970.4032484207133)",
"(154306, 2722.4436198357516)","(154307, 2328.0283510445133)","(154645, 2068.470476022419)","(154646, 1511.4775741287444)"
"(76688, 2418.9222846918037)","(77026, 2536.8357418214914)","(77027, 848.2992643703683)",
"(71264, 2243.9503147150513)","(71603, 987.4781692713123)","(71604, 2591.3991769831246)",
"(75324, 1878.6001809104325)","(75325, 1154.705233466352)",,
"(75326, 1855.5173277388974)","(75327, 1339.8404384544865)","(75666, 2753.0615275585997)",
"(83795, 2119.712570226625)","(83796, 2384.152617173142)","(84134, 1861.2252874466828)","(84135, 2157.1472607227406)"
"(74986, 1142.752815340282)","(74987, 2600.2662586324923)","(75325, 2109.026598394069)",
"(27647, 1829.338162348226)","(27648, 2680.3113287677434)","(27986, 1629.3449106660903)","(27987, 2549.3604299271433)"
"(75326, 1751.4686301717668)","(75327, 1349.3041540593267)","(75666, 2923.886998389954)",
"(154012, 2208.1128508200372)","(154013, 2759.2528671634273)","(154351, 1466.5060552256389)","(154352, 2209.7902777916324)"
"(75324, 1933.9536746338065)","(75325, 2916.157607980987)","(75663, 1392.7335226870557)","(75664, 2589.6671108798273)"
"(71940, 1690.5247817108716)","(72279, 1323.8449250241954)",,
"(70591, 1169.897845942332)","(70592, 1900.994483543272)","(70930, 2924.2387223831843)",
"(68560, 1339.8005078408237)","(68561, 1764.3850812037379)","(68899, 2914.576240831846)",
"(13117, 838.917677802159)","(13118, 2257.088330597506)","(13456, 2777.3285542331387)",
"(70252, 2084.566526510041)","(70253, 1100.550704901488)","(70592, 2685.1922208523465)",
"(75327, 2506.0656414203895)","(75328, 1822.6667986813522)","(75666, 2484.7300495395652)","(75667, 1793.1975141969363)"
"(76010, 1341.2706135788246)","(76349, 1708.6955123632868)",,
"(84135, 1621.6693529763995)","(84136, 2327.039038239019)","(84474, 2039.1827918246227)","(84475, 2634.8817105653916)"
"(71940, 1952.9139996166912)","(71941, 1194.029781162745)","(72280, 2780.373157545466)",
"(71942, 1069.9334779700994)","(71943, 2053.1702018206015)","(72281, 2783.4068302774344)",
"(85536, 2984.6290453867296)","(85874, 2729.8235293454773)","(85875, 281.5883960914923)",
"(71602, 2885.9943586621184)","(71941, 344.8256527424185)","(71942, 2689.2333024159852)",
"(70589, 2840.470494375775)","(70590, 601.1613068043933)","(70929, 2447.379349806217)",
"(93335, 1480.0706201591845)","(93336, 2101.6164681493046)","(93674, 2338.964511718824)","(93675, 2774.3074171386593)"
"(59746, 2288.1120747376854)","(59747, 2059.2248898867433)","(60085, 2197.061860974093)","(60086, 1957.7436280651712)"
"(75672, 1682.5991954294482)","(76011, 1378.1522907588085)",,
"(70590, 2507.707801604123)","(70591, 945.0195093708746)","(70930, 2351.260466189398)",
"(76687, 1361.235644085529)","(76688, 2143.5069377438144)","(77026, 2373.132917511928)","(77027, 2892.7611892621203)"
"(27340, 1050.4735974730095)","(27341, 2910.465418404344)","(27679, 2003.6654654311042)",
"(79044, 2863.9919857995924)","(79383, 1062.3882557342552)","(79384, 2018.9969638496812)",
"(17512, 786.5903247197527)","(17513, 2384.135253823247)","(17851, 2651.412811144135)",
"(69913, 2376.5132440832426)","(69914, 1303.129649211363)","(70252, 2948.291958013313)","(70253, 2178.0771502272255)"
"(76353, 1523.3163777489851)","(76354, 2758.9156394741294)","(76692, 1724.1585808204359)","(76693, 2874.876805295827)"
"(70249, 1826.7583359838256)","(70250, 1425.0113056522855)","(70588, 2940.5959914818877)","(70589, 2708.301522340404)"
"(76010, 1808.511123686732)","(76011, 1601.8766286750667)","(76349, 2729.2877077906583)","(76350, 2595.599945630809)"
"(71982, 1197.0952619520483)","(71983, 1811.7397728154695)",,
"(29007, 2541.925867114878)","(29346, 1137.1560406551673)","(29347, 2159.9436966919484)",
"(71941, 1065.8113413217927)","(71942, 1970.3392703707088)","(72280, 2986.2871205394235)",
"(96711, 2282.214712275331)","(97050, 848.2371735242372)","(97051, 2713.641756699166)",
"(86548, 2339.7783242903997)","(86549, 1023.5760714567679)","(86888, 2444.573813396606)",
"(69237, 2997.791406625868)","(69238, 325.23334621981843)","(69577, 2671.286364732457)",
"(76686, 2666.795328347761)","(76687, 1190.847530622804)","(77026, 2023.2339989256513)",
"(76692, 2212.81180202536)","(76693, 2640.0344526858303)","(77031, 1606.8160583030146)","(77032, 2155.5929494215334)"
"(75334, 1193.49462657984)","(75335, 1829.468832515075)",,
"(76687, 942.8465208276581)","(76688, 2174.0017955141466)","(77026, 2764.053620921133)",
"(66184, 1773.2852004907047)","(66185, 1579.125172914804)","(66523, 2774.0165541169426)","(66524, 2651.8685282244683)"
"(27645, 2662.562663127532)","(27646, 2429.19037126482)","(27984, 1945.2093522154719)","(27985, 1612.1037873087803)"
"(28329, 2795.2740907012003)","(28667, 1915.7316377181019)","(28668, 1227.6747421737887)",
"(79052, 1907.5160543217255)","(79053, 1657.3669410561772)","(79391, 2627.622796870099)","(79392, 2451.7437142361446)"
"(77026, 1510.6881688347376)","(77027, 2013.835217140683)","(77365, 2416.379802776659)","(77366, 2757.964191071884)"
"(62521, 1387.23866083594)","(62522, 2588.827950996767)","(62860, 1940.7074928779532)","(62861, 2923.3009619714)"
"(70250, 2937.185571984055)","(70588, 1768.1460879214358)","(70589, 1320.392898961816)",
"(71266, 1792.8251659453097)","(71267, 2413.697488935999)","(71605, 1889.432729000933)","(71606, 2486.0412600586983)"
"(82770, 2101.327245672034)","(82771, 2511.443433380681)","(83109, 1736.001088785124)","(83110, 2213.007772070552)"
"(76348, 2292.5563523171536)","(76349, 975.680452396176)","(76688, 2548.1424649273276)",
"(75327, 2552.997396248179)","(75328, 1853.9338877703794)","(75666, 2471.537881921588)","(75667, 1740.0266776528938)"
"(23601, 1015.8786848261051)","(23602, 2495.1553556286435)","(23940, 2296.015652284987)",
"(73987, 1020.0069104589808)","(74326, 1977.5418293212938)",,
"(78055, 2946.1771445701165)","(78056, 1349.112802107279)","(78395, 1735.7833435184832)",
"(76687, 1273.837272222572)","(77026, 1760.6212125916436)",,
"(71942, 1189.380231768536)","(71943, 1949.7933249342734)","(72281, 2791.584786355689)",
"(94038, 2846.0208103001837)","(94377, 296.0478789786124)","(94378, 2766.914934987485)",
"(28330, 2426.784886532247)","(28669, 763.2970073886645)","(28670, 2623.3277926858364)",
"(74987, 2842.5865057931746)","(75326, 913.4743250355458)","(75327, 2159.873487257644)",
"(74988, 2489.3243340072254)","(75326, 2885.9086805580905)","(75327, 538.5765688185924)",
"(77032, 514.2716389652669)","(77033, 2494.229001774643)",,
"(82782, 1846.8907123758815)","(82783, 1386.828533533026)","(83121, 2978.3092135042093)","(83122, 2717.1330301036)"
"(84808, 2755.4263206336477)","(84809, 407.6607380753699)","(85148, 2705.5933450504153)",
"(27305, 2437.8545649795433)","(27306, 2623.9963787716356)","(27644, 1655.2004756775355)","(27645, 1916.8291018248888)"
